question,1,2,3,4,prompt
"¿Cuál es el mecanismo por el que la ivabradina, actuando en las células del nodo sinoauricular, produce una disminución de la frecuencia car-díaca?: ",Potencia la repolarización al activar corrientes de salida de potasio.,Modula los receptores beta-1 adrenérgicos.,Bloquea la corriente de marcapaso If.,Activa los receptores muscarínicos M2.,"¿Cuál es el mecanismo por el que la ivabradina, actuando en las células del nodo sinoauricular, produce una disminución de la frecuencia car-díaca?: 
1) Potencia la repolarización al activar corrientes de salida de potasio.
2) Modula los receptores beta-1 adrenérgicos.
3) Bloquea la corriente de marcapaso If.
4) Activa los receptores muscarínicos M2.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"En un paciente con una úlcera duodenal y a l t o  riesgo cardiovascular por cardiopatía isquémica, en caso de requerir tratamiento con un AINE, ¿cuál de los si guientes le recomendaría como más seguro?: ",Naproxeno.,Celecoxib.,Ketorolaco.,Ibuprofeno.,"En un paciente con una úlcera duodenal y a l t o  riesgo cardiovascular por cardiopatía isquémica, en caso de requerir tratamiento con un AINE, ¿cuál de los si guientes le recomendaría como más seguro?: 
1) Naproxeno.
2) Celecoxib.
3) Ketorolaco.
4) Ibuprofeno.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 68 años con antecedentes de obesidad y diabetes mellitus tipo 2, en tratamiento con met-formina. Ingresa por un primer episodio de insu-ficiencia cardiaca. Tiene una hemoglobina glica-da de 8,5 %. Para optimiza r el tratamiento de la diabetes al alta, ¿cuál de los si guientes fármacos está contraindicado?: ",Linagliptina.,Canagliflozina.,Dulaglutide.,Pioglitazona. ,"Varón de 68 años con antecedentes de obesidad y diabetes mellitus tipo 2, en tratamiento con met-formina. Ingresa por un primer episodio de insu-ficiencia cardiaca. Tiene una hemoglobina glica-da de 8,5 %. Para optimiza r el tratamiento de la diabetes al alta, ¿cuál de los si guientes fármacos está contraindicado?: 
1) Linagliptina.
2) Canagliflozina.
3) Dulaglutide.
4) Pioglitazona. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Niño de 5 años que sufrió un accidente de bicicle-t a  c o n  t r a u m a t i s m o  f a c i a l  s i n  p é r d i d a  d e  c o n -ciencia, objetivándose en urgencias únicamente una herida en el mentón, realizándose sutura de la misma. Es remitido a consulta 5 días después del traumatismo por presentar limitación y des-viación de la apertura bucal. ¿Cuál es el diagnós-tico más probable?: ",Fractura tipo LeFort.,Fractura combinada de m andíbula y maxilar superior.,Fractura de cóndilo mandibular.,Fractura de sínfisis y rama horizontal de la mandíbula. ,"Niño de 5 años que sufrió un accidente de bicicle-t a  c o n  t r a u m a t i s m o  f a c i a l  s i n  p é r d i d a  d e  c o n -ciencia, objetivándose en urgencias únicamente una herida en el mentón, realizándose sutura de la misma. Es remitido a consulta 5 días después del traumatismo por presentar limitación y des-viación de la apertura bucal. ¿Cuál es el diagnós-tico más probable?: 
1) Fractura tipo LeFort.
2) Fractura combinada de m andíbula y maxilar superior.
3) Fractura de cóndilo mandibular.
4) Fractura de sínfisis y rama horizontal de la mandíbula. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"D e  l o s  s iguientes tumores mali gnos que pueden afectar a la lengua, ¿cuál es el tipo más frecuente y dónde metastatiza habitualmente?: ",El sarcoma y metastatiza en los ganglios linfá-ticos cervicales.,El carcinoma epidermoide y metastatiza en los ganglios linfáticos cervicales.,El sarcoma y metastatiza en tejido óseo a dis-tancia.,El carcinoma epidermoi de y metastatiza en tejido hepático. ,"D e  l o s  s iguientes tumores mali gnos que pueden afectar a la lengua, ¿cuál es el tipo más frecuente y dónde metastatiza habitualmente?: 
1) El sarcoma y metastatiza en los ganglios linfá-ticos cervicales.
2) El carcinoma epidermoide y metastatiza en los ganglios linfáticos cervicales.
3) El sarcoma y metastatiza en tejido óseo a dis-tancia.
4) El carcinoma epidermoi de y metastatiza en tejido hepático. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
¿Cuál de las si guientes descripciones define el estadio II de una úlcera por presión se gún el sistema de estadiaje del National Pressure In jury Advisory Panel ?: ,Eritema no blanqueable.,Pérdida de espesor total de la piel con exposi-ción del tejido celular subcutáneo.,Pérdida de epidermis con exposición de la dermis.,Aparición de tejido de granulación en el lecho del defecto. ,"¿Cuál de las si guientes descripciones define el estadio II de una úlcera por presión se gún el sistema de estadiaje del National Pressure In jury Advisory Panel ?: 
1) Eritema no blanqueable.
2) Pérdida de espesor total de la piel con exposi-ción del tejido celular subcutáneo.
3) Pérdida de epidermis con exposición de la dermis.
4) Aparición de tejido de granulación en el lecho del defecto. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Con respecto a los in jertos cutáneos, señale la respuesta INCORRECTA: ",Unos de los lechos considerados injertables por su rica vascularización es el tejido de gra-nulación.,Podemos clasificarlos en injertos de piel par-cial (si presentan sólo la epidermis) o injertos de piel total (si presen tan la epidermis y la dermis subyacente).,"Suelen presentar un proceso de contracción, que aparece tanto a la hora de ser extraídos como después de haber  sido injertados.","Dentro de las comorbilidades médicas asocia-das a la pérdida del injerto podemos destacar la diabetes, el tabaquismo y la vasculopatía peri-férica.","Con respecto a los in jertos cutáneos, señale la respuesta INCORRECTA: 
1) Unos de los lechos considerados injertables por su rica vascularización es el tejido de gra-nulación.
2) Podemos clasificarlos en injertos de piel par-cial (si presentan sólo la epidermis) o injertos de piel total (si presen tan la epidermis y la dermis subyacente).
3) Suelen presentar un proceso de contracción, que aparece tanto a la hora de ser extraídos como después de haber  sido injertados.
4) Dentro de las comorbilidades médicas asocia-das a la pérdida del injerto podemos destacar la diabetes, el tabaquismo y la vasculopatía peri-férica.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Mu jer de 38 años que desde hace unas semanas nota en ambos ojos sensación de arenilla y que-mazón, que empeora a lo lar go del día, cuando hace viento y con el aire acondicionado. ¿Cuál de los siguientes es el dia gnóstico más probable?: ",Conjuntivitis alérgica.,Epiescleritis.,Pinguécula.,Queratoconjuntivitis seca.,"Mu jer de 38 años que desde hace unas semanas nota en ambos ojos sensación de arenilla y que-mazón, que empeora a lo lar go del día, cuando hace viento y con el aire acondicionado. ¿Cuál de los siguientes es el dia gnóstico más probable?: 
1) Conjuntivitis alérgica.
2) Epiescleritis.
3) Pinguécula.
4) Queratoconjuntivitis seca.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Respecto del desprendimiento de vítreo poste-rior, señale la afirmación INCORRECTA: ",Los síntomas por los que generalmente consul-tan los pacientes son los fosfenos y las miode-sopsias.,El anillo de Weiss es un signo característico en la exploración oftalmoscópica.,El signo de Shaffer o polvo de tabaco es un signo de buen pronóstico.,Se produce por la licuefacción del gel vítreo por la edad.,"Respecto del desprendimiento de vítreo poste-rior, señale la afirmación INCORRECTA: 
1) Los síntomas por los que generalmente consul-tan los pacientes son los fosfenos y las miode-sopsias.
2) El anillo de Weiss es un signo característico en la exploración oftalmoscópica.
3) El signo de Shaffer o polvo de tabaco es un signo de buen pronóstico.
4) Se produce por la licuefacción del gel vítreo por la edad.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 25 años que refiere en los últimos me-ses una importante disminución de la visión noc-turna y mala adaptación a la oscuridad. Está notando dificultad en la conducción, al ba jar las escaleras y últimamente tropieza con los bordi-llos. Sin embargo, puede leer y ver la televisión. ¿Con cuál de las siguientes entidades relaciona-ría los síntomas de este paciente?: ",Enfermedad de Stargardt.,Distrofia macular viteliforme de Best.,Retinosis pigmentaria.,Desprendimiento de retina.,"Varón de 25 años que refiere en los últimos me-ses una importante disminución de la visión noc-turna y mala adaptación a la oscuridad. Está notando dificultad en la conducción, al ba jar las escaleras y últimamente tropieza con los bordi-llos. Sin embargo, puede leer y ver la televisión. ¿Con cuál de las siguientes entidades relaciona-ría los síntomas de este paciente?: 
1) Enfermedad de Stargardt.
2) Distrofia macular viteliforme de Best.
3) Retinosis pigmentaria.
4) Desprendimiento de retina.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Un niño de 22 meses fue atendido por presentar una otitis media aguda bilateral que cursó con dolor, fiebre, otorrea e hipoacusia. Se instauró tratamiento antibiótico por vía oral y c o n  gotas tópicas con lo que me joró la sintomatolo gía. A los doce días acude de nuevo a ur gencias porque reaparece la fiebre y los padres han observado que el pabellón auditivo se ha desplazado hacia fuera y abajo y que la piel retroauricular está roja y e d e m a t o s a .  ¿C u á l  e s  e l  d i a gnóstico más probable?: ",Otitis externa.,Mastoiditis.,Condritis.,Celulitis. ,"Un niño de 22 meses fue atendido por presentar una otitis media aguda bilateral que cursó con dolor, fiebre, otorrea e hipoacusia. Se instauró tratamiento antibiótico por vía oral y c o n  gotas tópicas con lo que me joró la sintomatolo gía. A los doce días acude de nuevo a ur gencias porque reaparece la fiebre y los padres han observado que el pabellón auditivo se ha desplazado hacia fuera y abajo y que la piel retroauricular está roja y e d e m a t o s a .  ¿C u á l  e s  e l  d i a gnóstico más probable?: 
1) Otitis externa.
2) Mastoiditis.
3) Condritis.
4) Celulitis. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Mu jer de 40 años que presenta un cuadro de mareo acompañado de náuseas y vómitos, de unos veinte minutos de duración. No ha perdido el conocimiento y ha podido sujetarse a una pa-red para no perder el equilibrio. Ya le habíaocurrido en ocasiones anteriores. Refiere haber presentado sensación de pl enitud ótica, acúfeno e hipoacusia de oído derecho. En la exploración física se evidencia otoscopia normal, nistagmo horizonte-rotario a la i zquierda grado II, Rom-berg positivo a la derecha y Untenber ger con laterodesviación a la derecha. ¿Cuál es el diag-nóstico más probable?: ",Vértigo posicional paroxístico benigno.,Neuronitis vestibular.,Enfermedad de Ménière.,Síndrome de Ramsay-Hunt. ,"Mu jer de 40 años que presenta un cuadro de mareo acompañado de náuseas y vómitos, de unos veinte minutos de duración. No ha perdido el conocimiento y ha podido sujetarse a una pa-red para no perder el equilibrio. Ya le habíaocurrido en ocasiones anteriores. Refiere haber presentado sensación de pl enitud ótica, acúfeno e hipoacusia de oído derecho. En la exploración física se evidencia otoscopia normal, nistagmo horizonte-rotario a la i zquierda grado II, Rom-berg positivo a la derecha y Untenber ger con laterodesviación a la derecha. ¿Cuál es el diag-nóstico más probable?: 
1) Vértigo posicional paroxístico benigno.
2) Neuronitis vestibular.
3) Enfermedad de Ménière.
4) Síndrome de Ramsay-Hunt. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
La disfagia orofaríngea es la dificultad de trasla-dar el alimento desde la cavidad oral hasta el esófago proximal. Entre las causas de disfa gia orofaríngea motora están las siguientes EXCEP-TO: ,Miastenia gravis.,Reflujo gastroesofágico.,Tétanos.,Dermatopolimiositis. ,"La disfagia orofaríngea es la dificultad de trasla-dar el alimento desde la cavidad oral hasta el esófago proximal. Entre las causas de disfa gia orofaríngea motora están las siguientes EXCEP-TO: 
1) Miastenia gravis.
2) Reflujo gastroesofágico.
3) Tétanos.
4) Dermatopolimiositis. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
